Loan_Id,Loan_Amount,Customer_Id,Interest_rate,Status
8426722,7057,35569562,4.24,Rejected
8426723,40910,26010695,2.81,Rejected
8426724,13488,16422379,3.43,Pending
8426725,42817,67142190,1.59,Approved
8426726,34693,43240736,1.45,Rejected
8426727,22951,14319881,6.63,Pending
8426728,16934,20377502,1.95,Pending
8426729,19524,11242815,4.83,Rejected
8426730,24934,42123548,7.09,Rejected
8426731,10722,28804375,7.82,Approved
8426732,45603,10887835,2.74,Approved
8426733,49118,48677827,3.26,Pending
8426734,38622,49936710,4.03,Approved
8426735,33190,76235573,3.08,Rejected
8426736,32653,62924033,4.91,Rejected
8426737,5789,48267046,3.29,Approved
8426738,48480,80653470,3.94,Pending
8426739,46571,68924701,2.73,Approved
8426740,4491,19996178,4.98,Rejected
8426741,35403,44307648,3.62,Approved
8426742,27981,18395634,2.67,Approved
8426743,15385,54907750,0.62,Approved
8426744,11837,99367064,0.39,Approved
8426745,5698,69459482,5.04,Rejected
8426746,9685,66032125,2.35,Approved
8426747,27030,38861760,2.88,Approved
8426748,49343,48430933,2.7,Rejected
8426749,5249,47107635,3.73,Pending
8426750,32829,63106597,5.87,Pending
8426751,16733,51439709,4.12,Rejected
8426752,21775,41330501,4.5,Pending
8426753,5637,25083655,0.38,Rejected
8426754,9446,29668789,7.09,Pending
8426755,47159,35648705,2.41,Approved
8426756,36538,51325574,1.27,Rejected
8426757,26315,68598112,6.92,Pending
8426758,47140,79489065,8,Pending
8426759,36814,39860303,6.33,Pending
8426760,5122,86521950,0.04,Pending
8426761,33724,81382001,6.84,Pending
8426762,38313,46800174,6.35,Approved
8426763,24610,17820519,1.82,Rejected
8426764,15630,52010748,5.94,Pending
8426765,45774,33896394,5.02,Approved
8426766,42276,96124899,6.51,Approved
8426767,38440,79714976,7.87,Rejected
8426768,35741,67358642,0.45,Pending
8426769,49525,64001644,4.78,Approved
8426770,1497,31365517,2.12,Rejected
8426771,25562,77609968,7.48,Rejected
8426772,35802,60297679,2.02,Approved
8426773,36935,59991708,1.56,Approved
8426774,6124,64152661,3.05,Pending
8426775,8729,83639955,4.25,Approved
8426776,15254,24302988,0.89,Approved
8426777,45920,19202029,1.88,Approved
8426778,27395,54735018,3.37,Approved
8426779,36572,54195169,2.79,Pending
8426780,30223,50937368,4.39,Rejected
8426781,44336,63925052,6.06,Rejected
8426782,1754,28660571,2.34,Pending
8426783,524,29724185,6.5,Pending
8426784,49681,74099610,7.92,Rejected
8426785,30327,21195090,1.66,Rejected
8426786,42302,49051704,6.44,Approved
8426787,9954,17387773,1.34,Rejected
8426788,23925,16098286,1.58,Approved
8426789,47863,93597198,7.5,Pending
8426790,16061,16642881,4.64,Approved
8426791,30049,84604496,6.74,Approved
8426792,32622,29284479,7.25,Rejected
8426793,31588,76573506,1.23,Rejected
8426794,47672,39608085,3.4,Approved
8426795,4695,64544152,3.4,Approved
8426796,22958,52010748,4.63,Pending
8426797,22061,35711395,5.02,Approved
8426798,32576,28182348,0.84,Approved
8426799,32609,46355604,5.42,Rejected
8426800,25636,54743288,7.34,Approved
8426801,41530,44262751,2.02,Pending
8426802,46317,53654055,6.07,Approved
8426803,46975,94804455,5.76,Rejected
8426804,23292,98108755,3.13,Pending
8426805,33248,10747237,1.08,Pending
8426806,14635,95821676,2.6,Rejected
8426807,24232,47864087,5.81,Approved
8426808,46512,67469733,3.83,Pending
8426809,8969,51808597,6.04,Rejected
8426810,44660,40951811,0.33,Approved
8426811,6728,41007524,4.63,Rejected
8426812,19554,68179474,0.38,Approved
8426813,47351,88855492,3.28,Rejected
8426814,3420,49250086,1.16,Rejected
8426815,28525,94509772,5.79,Approved
8426816,9740,29865484,5.23,Pending
8426817,4791,35725535,2.09,Pending
8426818,23927,27504446,3.61,Approved
8426819,44573,57215225,6.01,Rejected
8426820,42493,69984049,7.3,Rejected
8426821,49067,38605532,7.18,Approved
8426822,49116,59946546,7.67,Rejected
8426823,8861,20927747,6.92,Approved
8426824,35394,67772365,3.73,Rejected
8426825,22282,30820928,4.21,Pending
8426826,31876,33850853,6.38,Approved
8426827,12696,46072180,3.89,Rejected
8426828,10559,95075266,7.55,Approved
8426829,21987,21519636,1.44,Approved
8426830,35789,21437668,0.31,Pending
8426831,34566,41859466,1.25,Rejected
8426832,35609,26371244,0.25,Rejected
8426833,7158,45591759,2.61,Approved
8426834,28595,19493301,1.27,Rejected
8426835,4926,53790840,0.54,Approved
8426836,49158,56026444,3.24,Pending
8426837,8366,65968191,0.56,Rejected
8426838,23241,33567988,3.7,Pending
8426839,28781,54959905,1.07,Approved
8426840,11085,49624718,5.33,Approved
8426841,10975,14115307,3.77,Rejected
8426842,25154,23047190,0.25,Approved
8426843,17810,29292604,7.33,Approved
8426844,49009,52505276,3.58,Approved
8426845,41172,28780977,2.83,Rejected
8426846,25226,53172002,7.55,Approved
8426847,30834,54439881,1.77,Pending
8426848,22059,66197408,1.27,Approved
8426849,39970,26963280,5.76,Rejected
8426850,15521,45101077,4.78,Approved
8426851,44384,58673938,3.49,Pending
8426852,31148,26613368,3.74,Rejected
8426853,29582,38090024,7.32,Pending
8426854,41858,93561498,3.68,Rejected
8426855,9343,28829397,3.71,Rejected
8426856,43907,58695523,3.38,Rejected
8426857,49092,90680650,2,Approved
8426858,7353,94926593,3.75,Pending
8426859,36956,96751465,3.71,Rejected
8426860,5166,48685650,1.52,Approved
8426861,15340,29546113,1.62,Pending
8426862,13295,90709271,1.05,Pending
8426863,46962,90461618,3.74,Pending
8426864,49009,10279495,5.39,Rejected
8426865,25332,94509772,5.45,Approved
8426866,15638,57967721,6.22,Approved
8426867,37927,42778798,5.97,Approved
8426868,28069,18994383,3.8,Approved
8426869,9390,93165062,0.05,Rejected
8426870,27326,62351651,7.15,Pending
8426871,16238,71904226,0.23,Approved
8426872,39714,75481029,1.66,Approved
8426873,14225,84236597,3.13,Rejected
8426874,48301,78438005,3.23,Pending
8426875,14716,55164406,5.19,Rejected
8426876,45696,99703800,2.03,Pending
8426877,27047,30487115,7.44,Approved
8426878,37382,45443125,2.6,Approved
8426879,26117,32594279,0.26,Pending
8426880,45490,99707953,5.65,Approved
8426881,45719,19927422,2.37,Pending
8426882,43724,29469506,2.06,Approved
8426883,11254,39203180,2.13,Rejected
8426884,3473,10723384,7.15,Rejected
8426885,16008,99462578,4.09,Rejected
8426886,215,23173537,4.35,Approved
8426887,9376,59462694,0.84,Rejected
8426888,23940,23977458,6.23,Approved
8426889,1124,92701951,0.27,Rejected
8426890,45974,12919119,3.42,Rejected
8426891,28925,54596243,6.72,Pending
8426892,5771,52301026,3.75,Pending
8426893,42619,34710557,2.91,Pending
8426894,45844,91072717,4.18,Approved
8426895,27635,33487775,0.97,Approved
8426896,12383,45411351,4.66,Rejected
8426897,46308,57702305,0.58,Rejected
8426898,49740,98983855,1.43,Pending
8426899,10964,10590444,5.69,Approved
8426900,14174,72828673,1.97,Approved
8426901,18363,68541222,7.92,Rejected
8426902,24899,14755906,7.71,Rejected
8426903,11567,73546833,6.52,Rejected
8426904,37772,58200297,4.25,Approved
8426905,14831,19473805,3.66,Pending
8426906,29434,69248051,6.7,Pending
8426907,37827,49732711,7.94,Approved
8426908,24040,23983030,5.25,Pending
8426909,2871,21285223,5.19,Pending
8426910,8789,11809445,5.88,Approved
8426911,33299,58559464,1.23,Pending
8426912,22924,31865806,4.13,Approved
8426913,46711,58330873,1.92,Pending
8426914,18283,61727851,1.69,Pending
8426915,15997,30348313,2.12,Rejected
8426916,10389,40033477,6.98,Approved
8426917,42365,57181490,5.85,Approved
8426918,34041,76775481,7.51,Pending
8426919,5361,91520618,1.85,Approved
8426920,49735,22996422,6.46,Approved
8426921,18006,75167768,5.49,Rejected
8426922,28526,51639020,4.67,Rejected
8426923,17943,23513007,5.2,Approved
8426924,3434,86334356,1.86,Pending
8426925,16980,86738560,5.36,Rejected
8426926,13746,57022416,6.87,Rejected
8426927,43790,78369207,4.43,Approved
8426928,13113,25716426,4.86,Approved
8426929,1392,40296228,2.63,Pending
8426930,24513,98949221,1.69,Pending
8426931,34514,90189156,5.93,Rejected
8426932,42470,74721476,4.43,Pending
8426933,47441,59084464,5.09,Rejected
8426934,43404,61851602,2.52,Pending
8426935,22672,26983860,3.95,Approved
8426936,16661,62351651,6.69,Pending
8426937,43536,64967640,0.66,Pending
8426938,44020,33966359,0.18,Rejected
8426939,25127,33090592,4.15,Pending
8426940,45207,78869781,0.7,Pending
8426941,30193,27965203,0.78,Approved
8426942,8286,17523151,1.82,Approved
8426943,15083,15351770,5.98,Approved
8426944,32179,53358627,1.02,Pending
8426945,7958,94206171,0.43,Pending
8426946,33732,84877299,1.12,Approved
8426947,12574,77178295,1.08,Pending
8426948,19011,46391333,3.19,Rejected
8426949,35546,32152126,5.1,Approved
8426950,20273,86500145,7.96,Rejected
8426951,41268,82281296,1.31,Approved
8426952,47153,75018211,2.81,Approved
8426953,22417,29724185,1.66,Approved
8426954,23100,42892601,1.22,Approved
8426955,31636,42709400,2.09,Rejected
8426956,43297,95595027,2.72,Pending
8426957,17114,29315456,4.48,Pending
8426958,4105,20137033,6.17,Pending
8426959,10814,40783503,0.27,Pending
8426960,17477,58184835,4.69,Approved
8426961,32049,43666695,6.36,Pending
8426962,15917,53127224,1.87,Pending
8426963,38968,53621462,1.65,Rejected
8426964,32448,56496766,0.86,Pending
8426965,1171,83734621,0.88,Approved
8426966,21836,92296989,3.75,Rejected
8426967,23686,87070369,6.62,Pending
8426968,23498,78831913,5.57,Approved
8426969,7009,73062706,6.42,Approved
8426970,20262,35289409,6.96,Approved
8426971,6724,69078735,0.61,Approved
8426972,12355,97062757,2.31,Pending
8426973,2688,78876881,0.21,Rejected
8426974,4660,66112148,2.15,Rejected
8426975,26573,53172002,3.2,Pending
8426976,23430,49002763,4.3,Pending
8426977,13178,85581693,2.64,Rejected
8426978,46239,24909761,3.93,Approved
8426979,5126,22880494,6.91,Rejected
8426980,20135,44021748,6.15,Approved
8426981,12568,54478263,6.11,Rejected
8426982,32932,82500008,2.84,Approved
8426983,10536,53053439,5.3,Approved
8426984,47884,18985742,1.45,Rejected
8426985,4797,73892978,7.91,Approved
8426986,36748,87046153,7.08,Pending
8426987,24615,82465977,7.49,Pending
8426988,8067,64339116,4.7,Pending
8426989,23224,95385577,1.7,Approved
8426990,26525,45651037,5.19,Pending
8426991,12018,87986066,4.95,Rejected
8426992,45274,27965203,0.55,Approved
8426993,22280,79921476,0.55,Pending
8426994,35163,75465230,7.93,Pending
8426995,25285,28660571,2.75,Approved
8426996,2142,75659105,1.8,Approved
8426997,41581,74481050,6.26,Pending
8426998,15456,43133170,2.28,Rejected
8426999,49384,51237266,7.22,Pending
8427000,23083,61363235,7.67,Approved
8427001,21780,61769307,5.95,Pending
8427002,32155,63994615,3.94,Approved
8427003,46610,87930837,5.15,Rejected
8427004,8449,80957503,1.96,Rejected
8427005,2027,45760938,5.24,Rejected
8427006,44621,21842340,2.76,Rejected
8427007,11770,47531610,5.22,Approved
8427008,35144,37113286,4.36,Rejected
8427009,17419,35356213,5.56,Pending
8427010,16472,35974243,1.26,Approved
8427011,37597,33795101,2.19,Approved
8427012,6150,98056807,5.96,Approved
8427013,9979,93432863,5.22,Approved
8427014,16951,57678842,5.13,Pending
8427015,46939,89640312,4.61,Pending
8427016,379,59868117,7.5,Approved
8427017,26833,44838749,7.49,Rejected
8427018,15152,62971234,2.21,Rejected
8427019,26315,58708981,4.92,Rejected
8427020,241,38029693,1.99,Approved
8427021,20772,22012665,3.51,Pending
8427022,7104,11526561,4.18,Pending
8427023,46298,21940006,5.38,Rejected
8427024,9355,72602991,0.25,Approved
8427025,47133,67733555,0.4,Rejected
8427026,47189,52145576,1.05,Pending
8427027,23372,78431431,6.36,Approved
8427028,14935,43872887,7.72,Approved
8427029,10691,17898281,6.05,Approved
8427030,7828,59801045,1.06,Pending
8427031,33780,46715108,0.11,Rejected
8427032,32816,36505688,3.93,Pending
8427033,40995,55173008,0.31,Pending
8427034,6192,22916747,0.7,Rejected
8427035,28821,97028849,0.94,Approved
8427036,17533,51962486,4.91,Rejected
8427037,11205,33415117,1.66,Rejected
8427038,44884,99778808,1.98,Rejected
8427039,46605,89231724,1.48,Pending
8427040,46567,73400594,1.27,Approved
8427041,26972,55980679,4.71,Rejected
8427042,32539,48029344,2.29,Rejected
8427043,20941,80428335,2.76,Approved
8427044,42613,43465243,3.7,Approved
8427045,10949,86572254,4.4,Rejected
8427046,17622,77905302,7.03,Pending
8427047,12691,67905772,3.88,Pending
8427048,10883,84753912,0.14,Rejected
8427049,8746,64134922,4.89,Approved
8427050,26053,42130083,6.96,Approved
8427051,39170,50386342,6.11,Pending
8427052,15291,74430880,6.73,Pending
8427053,46012,45481152,6.48,Rejected
8427054,44418,89605988,3.67,Pending
8427055,45113,71882843,7.58,Rejected
8427056,3765,42937934,6.76,Pending
8427057,17990,85253163,4.6,Approved
8427058,9703,38827632,4.52,Pending
8427059,23717,99802746,1.58,Approved
8427060,10796,75891540,5.67,Pending
8427061,1726,42070217,6.56,Pending
8427062,36657,14115198,3.6,Approved
8427063,13455,67062403,4.33,Approved
8427064,46575,14674546,4.97,Pending
8427065,45108,37233814,4.55,Approved
8427066,15731,73700661,6.11,Approved
8427067,1197,91561129,0.88,Approved
8427068,15276,42172477,5.18,Rejected
8427069,28689,72007348,1.64,Rejected
8427070,25097,93743649,6.82,Approved
8427071,35827,58083557,2.01,Rejected
8427072,21893,95115368,1.21,Approved
8427073,11111,84859793,1.4,Rejected
8427074,30611,47434176,7.24,Approved
8427075,7579,43386033,5.09,Rejected
8427076,2627,71424907,1.47,Rejected
8427077,46857,89576721,6.77,Pending
8427078,10561,26654893,4.05,Rejected
8427079,29266,33129964,6.91,Pending
8427080,21082,91491502,4.98,Pending
8427081,1541,21047784,3.6,Approved
8427082,27535,22010543,6.54,Rejected
8427083,27331,11196101,4.74,Rejected
8427084,32177,22504031,0.85,Pending
8427085,31071,17227417,0.86,Rejected
8427086,27321,80974204,1.47,Approved
8427087,42656,88457205,6.19,Pending
8427088,37370,10147073,4.75,Approved
8427089,46486,99502229,0.55,Approved
8427090,34534,35945238,3.65,Pending
8427091,17390,90425460,4.36,Rejected
8427092,5513,85242036,7.68,Pending
8427093,10134,33965110,7.41,Pending
8427094,25299,55177797,4.22,Approved
8427095,43228,33612996,2.44,Pending
8427096,39287,16003036,1.72,Rejected
8427097,40365,32807092,6.66,Pending
8427098,24975,90395347,4.45,Rejected
8427099,36927,75806364,1.56,Rejected
8427100,45816,15623709,2.55,Approved
8427101,35730,47667468,6.93,Pending
8427102,3459,71916323,3.23,Approved
8427103,8002,81489087,7.06,Pending
8427104,12455,84098995,2.35,Rejected
8427105,48279,95448021,1.82,Rejected
8427106,13980,42403004,7.1,Approved
8427107,6359,99408308,1.85,Pending
8427108,33961,78618349,4.96,Rejected
8427109,3759,49323441,0.29,Pending
8427110,13751,70208775,0.83,Approved
8427111,2667,35970994,5.93,Approved
8427112,46136,36824202,7.71,Rejected
8427113,11644,48646946,1.27,Rejected
8427114,45661,28130566,5.07,Pending
8427115,21021,23697611,1.35,Rejected
8427116,29333,71246217,4.81,Approved
8427117,27199,70531461,4.9,Pending
8427118,22231,40805133,2.18,Approved
8427119,7981,72738557,7.69,Pending
8427120,30970,91621012,5.29,Rejected
8427121,40418,83158122,2.61,Pending
8427122,9341,19061755,0.81,Approved
8427123,37319,32764880,4.64,Rejected
8427124,12668,51552979,7.57,Rejected
8427125,45921,67277649,7.19,Pending
8427126,3860,98442503,2.08,Approved
8427127,16298,18994383,1.86,Pending
8427128,13359,87946881,7.81,Approved
8427129,22555,32377754,7.16,Rejected
8427130,29927,27151321,7.92,Rejected
8427131,13639,16557293,1.44,Rejected
8427132,24318,30287844,0.7,Pending
8427133,32480,11982323,7.26,Pending
8427134,12823,54677844,7.32,Pending
8427135,19667,71289467,6.05,Pending
8427136,44743,64358120,0.25,Pending
8427137,15850,19196198,7.17,Rejected
8427138,41773,23852082,0.45,Approved
8427139,35952,30527453,4.89,Approved
8427140,5882,57923635,7.84,Approved
8427141,18079,61202388,7.11,Rejected
8427142,12850,30462791,2.36,Approved
8427143,44761,46398229,5.26,Pending
8427144,46143,88144705,4.19,Pending
8427145,31066,61325916,1.64,Approved
8427146,32685,52060469,3,Approved
8427147,47801,33303280,5.91,Rejected
8427148,11921,77332138,7.83,Pending
8427149,13311,97929486,0.94,Pending
8427150,6318,94950310,4.76,Approved
8427151,2413,77169080,4.93,Rejected
8427152,15839,60484678,6.22,Pending
8427153,17357,11393441,7.24,Rejected
8427154,41296,32623256,2.99,Rejected
8427155,15240,94733261,3.11,Pending
8427156,6106,61743022,7.98,Pending
8427157,38677,51432607,6.06,Approved
8427158,39780,70856251,2.13,Pending
8427159,27879,76076549,3.48,Pending
8427160,43962,72927699,7.59,Approved
8427161,14136,91063097,4.42,Approved
8427162,40934,32127272,6.7,Pending
8427163,30891,85655100,4.09,Pending
8427164,5181,81175315,3.46,Pending
8427165,30692,87907858,4.57,Rejected
8427166,9018,36533061,6,Rejected
8427167,24422,93292212,6.53,Approved
8427168,36615,83639955,3.56,Pending
8427169,5758,66631762,7.84,Approved
8427170,43149,89780816,7.76,Pending
8427171,28491,70691461,3.07,Approved
8427172,39787,88529528,1.61,Pending
8427173,46517,31206410,2.38,Approved
8427174,38655,71573602,2.01,Rejected
8427175,18067,45344950,6.06,Approved
8427176,11129,22631488,7.05,Approved
8427177,14132,50457725,0.73,Rejected
8427178,14092,97306095,2.9,Pending
8427179,39511,75898676,0.76,Approved
8427180,11029,21694420,0.27,Pending
8427181,18415,24413510,4.34,Approved
8427182,983,29321130,0.9,Pending
8427183,20683,65110712,6.56,Approved
8427184,37417,21961724,5.84,Rejected
8427185,24561,73238072,5.44,Approved
8427186,6075,50436869,0.08,Pending
8427187,22373,78469010,0.29,Approved
8427188,1122,46304787,0.28,Rejected
8427189,36825,71506750,3.55,Approved
8427190,574,83569595,7.95,Pending
8427191,30281,41012736,1.45,Approved
8427192,1180,42403004,4.9,Rejected
8427193,9919,27760637,0.69,Approved
8427194,27303,63406311,7.69,Pending
8427195,9939,59465639,6.58,Pending
8427196,24529,35093554,4.74,Pending
8427197,9763,84627582,5.39,Pending
8427198,47146,18496253,0.34,Rejected
8427199,47036,52514042,5.19,Approved
8427200,30034,17340201,3.13,Rejected
8427201,20669,22487326,5.4,Rejected
8427202,29091,82806956,3.27,Rejected
8427203,36173,91089164,7.57,Pending
8427204,49743,31546748,0.88,Pending
8427205,31140,59503957,3.87,Rejected
8427206,36652,64758532,0.99,Approved
8427207,20243,53641034,7.1,Pending
8427208,30705,94580764,2.08,Pending
8427209,32937,95599418,5.92,Rejected
8427210,27849,39854543,2.66,Pending
8427211,42844,64010819,6.3,Approved
8427212,8344,73387851,6.47,Rejected
8427213,5543,82834098,6.86,Rejected
8427214,33628,75754203,7.26,Pending
8427215,42752,53877029,2.88,Rejected
8427216,3266,28395209,1.94,Approved
8427217,21207,60794966,0.15,Rejected
8427218,30855,20238122,6.69,Pending
8427219,3834,99998025,4.21,Pending
8427220,25488,21397798,2.5,Approved
8427221,16936,20883338,4.9,Pending
8427222,31197,70858737,3.46,Approved
8427223,46489,76259649,0.09,Approved
8427224,21054,72941349,5.95,Approved
8427225,17290,54196641,0.32,Pending
8427226,1510,74450237,1.57,Pending
8427227,49960,72738557,1.7,Rejected
8427228,40404,99674352,4.06,Pending
8427229,22466,53663440,7.42,Rejected
8427230,17321,62351651,3.16,Pending
8427231,10966,65044190,7.93,Rejected
8427232,30059,37294641,2.1,Rejected
8427233,35177,13014217,2.64,Pending
8427234,46479,86458797,3.99,Rejected
8427235,36324,80964258,7.99,Pending
8427236,47590,79337719,7.13,Approved
8427237,37862,84624761,4.5,Approved
8427238,6855,37471016,7.77,Pending
8427239,28052,33850853,3.92,Rejected
8427240,2938,20339963,7.94,Rejected
8427241,8139,89205104,1.43,Pending
8427242,2375,37025899,3.02,Approved
8427243,44498,47377597,5.2,Rejected
8427244,39117,27216589,0.83,Rejected
8427245,30866,62328695,5.34,Pending
8427246,32470,86663139,5.62,Rejected
8427247,47069,14747513,5.17,Approved
8427248,7435,77776270,4.31,Rejected
8427249,10303,56628223,7.44,Rejected
8427250,43222,75038663,5.59,Rejected
8427251,521,62640981,2.81,Rejected
8427252,36453,88001884,3.57,Approved
8427253,20292,43020383,3.98,Pending
8427254,23934,65566269,6.59,Approved
8427255,21694,93980811,6.8,Approved
8427256,11140,98414790,6.54,Rejected
8427257,10699,41976464,6.4,Rejected
8427258,10402,48980455,0.78,Rejected
8427259,30154,47486167,2.71,Approved
8427260,28758,68457473,1.33,Pending
8427261,38593,68603050,6.06,Rejected
8427262,30363,67728547,3.49,Rejected
8427263,21972,40682178,1.4,Approved
8427264,41066,13450733,0.9,Pending
8427265,30746,21958252,0.25,Pending
8427266,10644,75252503,1.67,Rejected
8427267,47419,38861760,4.57,Approved
8427268,28339,69262864,7.16,Pending
8427269,22235,82816527,4.35,Rejected
8427270,29333,41007524,3.1,Pending
8427271,32970,75997967,7.16,Rejected
8427272,18101,75827597,3.05,Pending
8427273,36601,88042851,4.01,Pending
8427274,29825,69286787,0.2,Pending
8427275,32313,23110019,6.18,Pending
8427276,14503,27925768,5.85,Pending
8427277,44255,63848432,1.61,Rejected
8427278,49097,48611024,0.44,Approved
8427279,44397,31290817,1.05,Rejected
8427280,11240,37687003,2.71,Pending
8427281,43161,55116012,2.77,Pending
8427282,44370,89852365,4.23,Rejected
8427283,14186,56482755,1.65,Rejected
8427284,37108,19844791,3.9,Pending
8427285,44766,54395152,3.03,Pending
8427286,23854,39951944,2.19,Pending
8427287,31409,31629675,1.07,Pending
8427288,44494,45364198,6.37,Rejected
8427289,49697,36965312,6.45,Rejected
8427290,45026,67038589,0.51,Pending
8427291,14029,85637857,2.59,Pending
8427292,47550,89631066,5.21,Rejected
8427293,18510,28395545,2.61,Approved
8427294,23376,24502061,1.63,Approved
8427295,38141,12531757,0.84,Pending
8427296,40361,54961109,4.33,Pending
8427297,22509,21030654,3.21,Approved
8427298,1260,44279151,3.2,Approved
8427299,19211,85960356,0.6,Rejected
8427300,34937,77441744,3.46,Pending
8427301,30245,84236597,7.66,Rejected
8427302,33948,45246136,4.42,Approved
8427303,29075,81210961,4.61,Approved
8427304,42284,38331230,1.21,Rejected
8427305,43930,63971707,0.45,Pending
8427306,6739,36668663,2.25,Rejected
8427307,935,72896765,1.65,Rejected
8427308,48872,53621462,1.39,Rejected
8427309,29960,32071115,3.96,Approved
8427310,1721,82020841,2.36,Pending
8427311,46517,53821161,4.5,Approved
8427312,27641,67179200,1.54,Pending
8427313,24148,72902095,7.16,Rejected
8427314,13386,70943440,7.16,Approved
8427315,44870,31336260,7.59,Rejected
8427316,14101,15592284,0.27,Approved
8427317,46180,84004835,7.85,Rejected
8427318,44203,75384651,7.52,Approved
8427319,21977,14173665,0.68,Pending
8427320,4261,86491502,2.84,Pending
8427321,35475,53469884,1.76,Rejected
8427322,36657,28123191,5.52,Approved
8427323,3938,35569562,7.28,Approved
8427324,28565,28126322,7.47,Pending
8427325,24090,62872619,7.84,Approved
8427326,20031,68933727,3.44,Rejected
8427327,22864,40439218,1.6,Pending
8427328,18999,24988933,1.5,Pending
8427329,20392,19726322,7.87,Pending
8427330,2652,71476175,7.68,Rejected
8427331,9289,55465083,2.79,Rejected
8427332,18295,33896394,7.8,Rejected
8427333,28401,78948543,4.99,Rejected
8427334,11598,92028528,7.89,Rejected
8427335,15150,76223989,3.61,Rejected
8427336,9295,31586558,1.55,Approved
8427337,30643,46112845,4.37,Rejected
8427338,10117,36935051,2.85,Rejected
8427339,20279,26271533,3.65,Rejected
8427340,35242,45662674,2.4,Pending
8427341,4293,43252046,5.78,Pending
8427342,21794,92286611,2.8,Rejected
8427343,40511,68616949,2.33,Pending
8427344,16892,50073535,0.74,Pending
8427345,7383,55277958,2.96,Pending
8427346,11619,73614302,6.94,Approved
8427347,45793,79250318,7.45,Pending
8427348,3389,56893569,1.86,Approved
8427349,42595,10776407,0.51,Approved
8427350,1529,90537865,3.87,Approved
8427351,18807,60840752,5.62,Approved
8427352,7353,11556448,0.08,Approved
8427353,39699,42172477,1.31,Pending
8427354,6317,88145221,2.07,Pending
8427355,21320,18950503,3.8,Rejected
8427356,43779,21244539,1.18,Pending
8427357,7077,25758908,7.66,Rejected
8427358,862,65865883,1.79,Rejected
8427359,39788,48647000,1.4,Pending
8427360,31332,14996986,3.79,Pending
8427361,45486,96372329,1.37,Approved
8427362,38879,99177317,2.18,Pending
8427363,33907,54964459,6.86,Rejected
8427364,6701,39857080,3.17,Rejected
8427365,36813,29270742,3.43,Rejected
8427366,48482,85637857,0.57,Rejected
8427367,20918,85694946,3.64,Approved
8427368,13378,41007524,7.26,Pending
8427369,14791,25318183,1.42,Rejected
8427370,26848,28033247,0.69,Rejected
8427371,22214,84788376,6.72,Approved
8427372,5812,38208478,3.59,Approved
8427373,32369,44771008,0.81,Rejected
8427374,29990,61775657,1.81,Pending
8427375,44227,81427417,5.36,Rejected
8427376,3226,60124115,0.66,Pending
8427377,8719,65851882,6.86,Pending
8427378,23657,32152126,1.19,Pending
8427379,9792,74239443,2.66,Approved
8427380,19838,60811905,3.84,Approved
8427381,33441,90622285,3.01,Rejected
8427382,40200,69275073,2.31,Pending
8427383,1668,43015636,0.52,Approved
8427384,8606,83564573,5.71,Rejected
8427385,10879,41318879,6.57,Rejected
8427386,12408,18787070,5.01,Approved
8427387,42898,23343528,4.19,Approved
8427388,30237,69245317,7.08,Approved
8427389,39476,91943483,0.93,Approved
8427390,12984,45084934,6.37,Pending
8427391,28211,85189561,3.98,Approved
8427392,24330,75390682,2.75,Rejected
8427393,18996,54091068,4.25,Pending
8427394,11917,94559105,7.15,Rejected
8427395,20124,92776426,2.85,Approved
8427396,12951,62673293,1.75,Approved
8427397,22986,47864087,1.11,Rejected
8427398,36342,82690921,5.01,Rejected
8427399,26132,66786231,7.17,Rejected
8427400,5013,39119309,5.83,Pending
8427401,25679,52343122,4.35,Rejected
8427402,20382,78675924,2.78,Pending
8427403,26654,45012478,2.25,Pending
8427404,48556,18496253,5.5,Pending
8427405,39893,53676269,1.52,Pending
8427406,45969,19877253,4.67,Pending
8427407,41165,97476623,6.18,Approved
8427408,36352,61157878,6.18,Approved
8427409,19627,14826257,0.01,Rejected
8427410,26721,85637481,0.99,Pending
8427411,3219,34676296,6.35,Rejected
8427412,38027,31390820,6.3,Pending
8427413,37611,49624718,0.55,Approved
8427414,35705,44483912,2.98,Pending
8427415,42005,70713061,1.6,Rejected
8427416,4081,87930837,1.38,Approved
8427417,46251,98653169,4.66,Pending
8427418,18459,45654436,0.39,Pending
8427419,35093,12242894,0.01,Approved
8427420,45647,95138162,3.93,Pending
8427421,32602,57568871,3.69,Rejected
8427422,17504,61104255,5.96,Pending
8427423,11209,23642266,3.27,Rejected
8427424,25379,67813881,2.04,Pending
8427425,7405,88337374,1.25,Rejected
8427426,22920,97574042,1.69,Approved
8427427,26315,13244027,5.42,Rejected
8427428,313,72195242,4.02,Rejected
8427429,1638,59069458,3.36,Approved
8427430,1436,31399572,0.15,Rejected
8427431,45417,32312197,4.82,Pending
8427432,37503,18994383,2.74,Rejected
8427433,4920,58184835,1.23,Pending
8427434,9535,28997750,5.19,Rejected
8427435,27637,43015636,2.71,Pending
8427436,18365,66715773,6.42,Approved
8427437,6700,42342425,7.96,Rejected
8427438,962,95864314,7.83,Pending
8427439,20903,23756770,6.03,Rejected
8427440,1885,28997750,7.45,Approved
8427441,39044,62916422,7.79,Rejected
8427442,49643,43747422,7.51,Approved
8427443,47966,43101999,2.87,Rejected
8427444,46486,59246708,7.59,Approved
